9.996855929145796e-05 5.0001741196574485e-05 4.0003392208194026e-05 
9.622371893848974e-05 5.207054944832464e-05 4.598986438531113e-05 
9.271379249649106e-05 5.24386173462923e-05 5.2513743519344e-05 
8.95485687552612e-05 5.0911427653944545e-05 5.9477924653284976e-05 
8.698946474791024e-05 4.7105789761937065e-05 6.66037786333707e-05 
8.54816132379552e-05 4.065826462800397e-05 7.32483915966707e-05 
8.558735186161106e-05 3.1521514282605256e-05 7.83598725822773e-05 
8.782073027574692e-05 2.030320466870189e-05 8.059781864737603e-05 
9.241110876357098e-05 8.413373873011174e-06 7.870125211275524e-05 
9.90792361222077e-05 -2.0055871863014537e-06 7.195912527342342e-05 
0.00010690701812299312 -8.491809823855028e-06 6.0700643193443904e-05 
0.00011444421495717588 -9.00652618976703e-06 4.6522853761529145e-05 
0.00012003924339774161 -2.706081743898364e-06 3.210535496631666e-05 
0.00012235087865727806 9.550413950890782e-06 2.052380976954789e-05 
0.00012081706023370148 2.5296186812060114e-05 1.4294667136647877e-05 
0.00011585432335666666 4.119225282172413e-05 1.4563834239392886e-05 
0.00010869547715705451 5.40597260885125e-05 2.0816737833642113e-05 
0.00010094830433965569 6.179518300280373e-05 3.1192037102280025e-05 
9.408649213887038e-05 6.378034423694178e-05 4.3220140768789775e-05 
8.910014591782335e-05 6.072615003863828e-05 5.45850247062705e-05 
8.636279259683564e-05 5.4160063280665074e-05 6.367847309894378e-05 
8.573007289640932e-05 4.5800225999402876e-05 6.977550004313124e-05 
8.675592288518588e-05 3.710083114277685e-05 7.288438405801402e-05 
8.891580509606714e-05 2.9002305816278416e-05 7.346377463127622e-05 
9.178193007516914e-05 2.19334259160345e-05 7.208498491419326e-05 
9.509800918093348e-05 1.599455813900716e-05 6.918146974262918e-05 
9.876004025432316e-05 1.1205007247146705e-05 6.494127766479135e-05 
0.00010272398388532503 7.733044598881954e-06 5.934999446824995e-05 
0.00010687066141484481 6.029535451994175e-06 5.23722169484687e-05 
0.00011089555671326428 6.7929592874838144e-06 4.418382610294143e-05 
0.00011424788681521865 1.0771386530786534e-05 3.540512138380319e-05 
0.0001161799240360671 1.8422102887894182e-05 2.720551871448145e-05 
0.00011591147103426936 2.9512590932661214e-05 2.1221356674734302e-05 
0.00011289985327892628 4.284413345781647e-05 1.9199006075053794e-05 
0.00010712982415341685 5.622520579611407e-05 2.2453181996475013e-05 
9.930931102341588e-05 6.685929542359949e-05 3.126311322296818e-05 
9.083541898577763e-05 7.210911897189867e-05 4.448947887484604e-05 
8.346714639772353e-05 7.039598996988308e-05 5.967583976356273e-05 
7.88164469771193e-05 6.184340326996012e-05 7.364933814994979e-05 
7.781280784139204e-05 4.8342036733150246e-05 8.351197910945968e-05 
8.043682715046101e-05 3.289822457362515e-05 8.753538395669543e-05 
8.580713927939235e-05 1.8700466153396534e-05 8.55418006629351e-05 
9.256416599191449e-05 8.143007676420727e-06 7.87397172582624e-05 
9.9314649854824e-05 2.3949634330948878e-06 6.912227007062493e-05 
0.00010500078233683845 1.3845627033045678e-06 5.8766709165768155e-05 
0.00010905261034412715 4.182139913636809e-06 4.931625085554884e-05 
0.00011136619027126393 9.504968950727588e-06 4.172526247340712e-05 
0.00011214435428276869 1.6157608176259473e-05 3.6306568768753836e-05 
0.00011170668240472049 2.3293973244050792e-05 3.2942840079843e-05 
0.00011032831453191098 3.0461601867649437e-05 3.1370755483692816e-05 
0.00010815173824361117 3.749024397171351e-05 3.141648018658781e-05 
0.00010519050782961788 4.425851666560239e-05 3.312610861250486e-05 
0.00010140728851121106 5.0469730226624876e-05 3.6747626132296245e-05 
9.685194292016027e-05 5.547909353309028e-05 4.256690945076913e-05 
9.180133203708031e-05 5.828866391769448e-05 5.064133216715244e-05 
8.684304546080043e-05 5.773644515859267e-05 6.0526588554617785e-05 
8.286416872316269e-05 5.286152247424341e-05 7.108226193101141e-05 
8.089174713623967e-05 4.337961460484986e-05 8.049765902597584e-05 
8.180070069747149e-05 3.009125956425294e-05 8.661274276938879e-05 
8.595983749042168e-05 1.5033757623728808e-05 8.750997585595436e-05 
9.29608996398009e-05 1.1491645297223799e-06 8.22328868492693e-05 
0.00010156959396775687 -8.45692804324496e-06 7.131965626408782e-05 
0.00011002515477125799 -1.1538688611753831e-05 5.6832561102944355e-05 
